image_path,annotation_path,label,x1,y1,x2,y2,source_folder
Test\Images\146\0189.jpg,Test\Annotations\146\0189.txt,1,189,91,287,207,146
Test\Images\133\0352.jpg,Test\Annotations\133\0352.txt,0,,,,,133
Test\Images\130\0029.jpg,Test\Annotations\130\0029.txt,1,443,2,497,27,130
Test\Images\115\0363.jpg,Test\Annotations\115\0363.txt,1,123,45,219,166,115
Test\Images\158\0012.jpg,Test\Annotations\158\0012.txt,0,,,,,158
Test\Images\115\0261.jpg,Test\Annotations\115\0261.txt,1,517,161,557,265,115
Test\Images\120\0246.jpg,Test\Annotations\120\0246.txt,1,352,219,478,372,120
Test\Images\143\0508.jpg,Test\Annotations\143\0508.txt,1,380,123,420,162,143
Test\Images\148\0005.jpg,Test\Annotations\148\0005.txt,0,,,,,148
Test\Images\133\0125.jpg,Test\Annotations\133\0125.txt,0,,,,,133
Test\Images\115\0377.jpg,Test\Annotations\115\0377.txt,1,174,47,270,168,115
Test\Images\160\0380.jpg,Test\Annotations\160\0380.txt,1,428,290,482,343,160
Test\Images\158\0125.jpg,Test\Annotations\158\0125.txt,1,309,243,499,368,158
Test\Images\132\0120.jpg,Test\Annotations\132\0120.txt,0,,,,,132
Test\Images\147\0428.jpg,Test\Annotations\147\0428.txt,1,53,146,176,331,147
Test\Images\114\0019.jpg,Test\Annotations\114\0019.txt,1,79,102,132,178,114
Test\Images\122\0150.jpg,Test\Annotations\122\0150.txt,1,327,166,450,292,122
Test\Images\108\0048.jpg,Test\Annotations\108\0048.txt,1,331,311,387,353,108
Test\Images\128\0358.jpg,Test\Annotations\128\0358.txt,1,183,244,289,381,128
Test\Images\155\0154.jpg,Test\Annotations\155\0154.txt,1,416,221,476,306,155
Test\Images\106\0090.jpg,Test\Annotations\106\0090.txt,1,217,38,438,228,106
Test\Images\117\0016.jpg,Test\Annotations\117\0016.txt,1,139,364,210,431,117
Test\Images\136\0061.jpg,Test\Annotations\136\0061.txt,1,159,60,244,191,136
Test\Images\158\0114.jpg,Test\Annotations\158\0114.txt,1,304,327,500,428,158
Test\Images\128\0116.jpg,Test\Annotations\128\0116.txt,1,165,250,433,479,128
Test\Images\114\0039.jpg,Test\Annotations\114\0039.txt,1,99,134,176,234,114
Test\Images\132\0377.jpg,Test\Annotations\132\0377.txt,1,157,59,319,203,132
Test\Images\145\0008.jpg,Test\Annotations\145\0008.txt,0,,,,,145
Test\Images\156\0049.jpg,Test\Annotations\156\0049.txt,1,17,161,72,221,156
Test\Images\104\0115.jpg,Test\Annotations\104\0115.txt,1,8,151,246,381,104
Test\Images\103\0080.jpg,Test\Annotations\103\0080.txt,1,96,150,131,189,103
Test\Images\158\0053.jpg,Test\Annotations\158\0053.txt,1,331,392,464,438,158
Test\Images\151\0111.jpg,Test\Annotations\151\0111.txt,1,94,398,173,468,151
Test\Images\108\0050.jpg,Test\Annotations\108\0050.txt,1,313,301,370,344,108
Test\Images\150\0165.jpg,Test\Annotations\150\0165.txt,1,200,187,263,239,150
Test\Images\127\0410.jpg,Test\Annotations\127\0410.txt,1,330,122,387,181,127
Test\Images\128\0225.jpg,Test\Annotations\128\0225.txt,1,167,370,279,479,128
Test\Images\143\0251.jpg,Test\Annotations\143\0251.txt,1,341,120,389,169,143
Test\Images\102\0141.jpg,Test\Annotations\102\0141.txt,1,206,209,273,313,102
Test\Images\103\0059.jpg,Test\Annotations\103\0059.txt,1,95,117,130,156,103
Test\Images\118\0077.jpg,Test\Annotations\118\0077.txt,1,319,374,390,440,118
Test\Images\127\0061.jpg,Test\Annotations\127\0061.txt,1,273,81,311,128,127
Test\Images\112\0065.jpg,Test\Annotations\112\0065.txt,1,56,383,265,479,112
Test\Images\136\0068.jpg,Test\Annotations\136\0068.txt,1,149,62,228,181,136
Test\Images\136\0189.jpg,Test\Annotations\136\0189.txt,0,,,,,136
Test\Images\103\0036.jpg,Test\Annotations\103\0036.txt,1,50,42,74,63,103
Test\Images\139\0101.jpg,Test\Annotations\139\0101.txt,1,263,237,343,296,139
Test\Images\154\0245.jpg,Test\Annotations\154\0245.txt,1,411,80,457,120,154
Test\Images\143\0497.jpg,Test\Annotations\143\0497.txt,1,372,154,404,191,143
Test\Images\119\0014.jpg,Test\Annotations\119\0014.txt,1,335,439,379,474,119
Test\Images\113\0064.jpg,Test\Annotations\113\0064.txt,1,344,163,398,238,113
Test\Images\118\0058.jpg,Test\Annotations\118\0058.txt,1,213,296,262,340,118
Test\Images\127\0572.jpg,Test\Annotations\127\0572.txt,1,343,137,383,181,127
Test\Images\156\0083.jpg,Test\Annotations\156\0083.txt,1,20,165,88,235,156
Test\Images\133\0169.jpg,Test\Annotations\133\0169.txt,0,,,,,133
Test\Images\106\0002.jpg,Test\Annotations\106\0002.txt,0,,,,,106
Test\Images\120\0031.jpg,Test\Annotations\120\0031.txt,1,331,145,439,274,120
Test\Images\129\0111.jpg,Test\Annotations\129\0111.txt,1,320,198,406,276,129
Test\Images\109\0005.jpg,Test\Annotations\109\0005.txt,0,,,,,109
Test\Images\143\0257.jpg,Test\Annotations\143\0257.txt,1,356,129,404,178,143
Test\Images\131\0423.jpg,Test\Annotations\131\0423.txt,1,213,319,284,397,131
Test\Images\112\0236.jpg,Test\Annotations\112\0236.txt,1,226,248,421,479,112
Test\Images\124\0073.jpg,Test\Annotations\124\0073.txt,1,303,449,340,471,124
Test\Images\112\0249.jpg,Test\Annotations\112\0249.txt,1,273,209,460,436,112
Test\Images\111\0015.jpg,Test\Annotations\111\0015.txt,0,,,,,111
Test\Images\126\0076.jpg,Test\Annotations\126\0076.txt,1,76,5,508,370,126
Test\Images\154\0268.jpg,Test\Annotations\154\0268.txt,1,398,82,444,122,154
Test\Images\157\0075.jpg,Test\Annotations\157\0075.txt,1,136,233,254,279,157
Test\Images\112\0081.jpg,Test\Annotations\112\0081.txt,0,,,,,112
Test\Images\131\0236.jpg,Test\Annotations\131\0236.txt,1,336,242,447,404,131
Test\Images\157\0040.jpg,Test\Annotations\157\0040.txt,1,124,221,224,269,157
Test\Images\118\0020.jpg,Test\Annotations\118\0020.txt,1,118,453,155,477,118
Test\Images\129\0166.jpg,Test\Annotations\129\0166.txt,1,330,253,372,308,129
Test\Images\113\0052.jpg,Test\Annotations\113\0052.txt,1,352,92,396,154,113
Test\Images\133\0409.jpg,Test\Annotations\133\0409.txt,1,122,254,369,464,133
Test\Images\143\0063.jpg,Test\Annotations\143\0063.txt,1,427,67,472,119,143
Test\Images\136\0055.jpg,Test\Annotations\136\0055.txt,1,185,69,269,203,136
Test\Images\138\0138.jpg,Test\Annotations\138\0138.txt,0,,,,,138
Test\Images\129\0146.jpg,Test\Annotations\129\0146.txt,1,313,230,372,302,129
Test\Images\160\0158.jpg,Test\Annotations\160\0158.txt,1,374,251,431,312,160
Test\Images\111\0024.jpg,Test\Annotations\111\0024.txt,0,,,,,111
Test\Images\144\0023.jpg,Test\Annotations\144\0023.txt,1,0,2,206,197,144
Test\Images\147\0167.jpg,Test\Annotations\147\0167.txt,1,149,290,206,445,147
Test\Images\151\0178.jpg,Test\Annotations\151\0178.txt,0,,,,,151
Test\Images\139\0180.jpg,Test\Annotations\139\0180.txt,1,206,0,430,270,139
Test\Images\132\0046.jpg,Test\Annotations\132\0046.txt,1,189,15,311,92,132
Test\Images\147\0471.jpg,Test\Annotations\147\0471.txt,0,,,,,147
Test\Images\127\0123.jpg,Test\Annotations\127\0123.txt,1,315,94,335,117,127
Test\Images\119\0194.jpg,Test\Annotations\119\0194.txt,1,248,194,314,251,119
Test\Images\140\0073.jpg,Test\Annotations\140\0073.txt,1,0,172,85,402,140
Test\Images\133\0236.jpg,Test\Annotations\133\0236.txt,1,3,197,222,430,133
Test\Images\115\0058.jpg,Test\Annotations\115\0058.txt,1,384,51,446,129,115
Test\Images\123\0214.jpg,Test\Annotations\123\0214.txt,1,312,249,451,401,123
Test\Images\115\0111.jpg,Test\Annotations\115\0111.txt,1,278,4,350,75,115
Test\Images\114\0332.jpg,Test\Annotations\114\0332.txt,1,284,214,312,253,114
Test\Images\112\0011.jpg,Test\Annotations\112\0011.txt,1,24,319,243,479,112
Test\Images\154\0145.jpg,Test\Annotations\154\0145.txt,1,331,107,361,141,154
Test\Images\154\0280.jpg,Test\Annotations\154\0280.txt,1,382,86,428,126,154
Test\Images\111\0056.jpg,Test\Annotations\111\0056.txt,1,451,17,559,448,111
Test\Images\127\0541.jpg,Test\Annotations\127\0541.txt,1,346,137,393,179,127
Test\Images\127\0096.jpg,Test\Annotations\127\0096.txt,1,340,90,380,139,127
Test\Images\128\0078.jpg,Test\Annotations\128\0078.txt,1,92,346,207,479,128
Test\Images\115\0252.jpg,Test\Annotations\115\0252.txt,1,510,161,558,279,115
Test\Images\138\0006.jpg,Test\Annotations\138\0006.txt,0,,,,,138
Test\Images\129\0191.jpg,Test\Annotations\129\0191.txt,1,324,262,366,318,129
Test\Images\127\0648.jpg,Test\Annotations\127\0648.txt,1,291,112,324,156,127
Test\Images\120\0030.jpg,Test\Annotations\120\0030.txt,1,329,147,437,276,120
Test\Images\133\0029.jpg,Test\Annotations\133\0029.txt,1,4,231,66,381,133
Test\Images\129\0069.jpg,Test\Annotations\129\0069.txt,1,399,185,455,250,129
Test\Images\127\0013.jpg,Test\Annotations\127\0013.txt,0,,,,,127
Test\Images\143\0135.jpg,Test\Annotations\143\0135.txt,1,515,170,550,220,143
Test\Images\127\0112.jpg,Test\Annotations\127\0112.txt,1,336,95,369,136,127
Test\Images\145\0136.jpg,Test\Annotations\145\0136.txt,1,199,251,270,308,145
Test\Images\132\0004.jpg,Test\Annotations\132\0004.txt,0,,,,,132
Test\Images\107\0024.jpg,Test\Annotations\107\0024.txt,1,430,302,515,375,107
Test\Images\133\0356.jpg,Test\Annotations\133\0356.txt,1,272,3,486,259,133
Test\Images\105\0079.jpg,Test\Annotations\105\0079.txt,0,,,,,105
Test\Images\118\0180.jpg,Test\Annotations\118\0180.txt,0,,,,,118
Test\Images\115\0170.jpg,Test\Annotations\115\0170.txt,1,424,36,505,132,115
Test\Images\128\0276.jpg,Test\Annotations\128\0276.txt,1,66,284,187,432,128
Test\Images\132\0418.jpg,Test\Annotations\132\0418.txt,1,190,112,335,231,132
Test\Images\127\0124.jpg,Test\Annotations\127\0124.txt,1,314,91,332,111,127
Test\Images\122\0143.jpg,Test\Annotations\122\0143.txt,1,331,165,454,291,122
Test\Images\101\0068.jpg,Test\Annotations\101\0068.txt,1,362,203,411,300,101
Test\Images\132\0358.jpg,Test\Annotations\132\0358.txt,1,154,105,316,249,132
Test\Images\128\0110.jpg,Test\Annotations\128\0110.txt,1,140,218,377,479,128
Test\Images\133\0192.jpg,Test\Annotations\133\0192.txt,0,,,,,133
Test\Images\137\0191.jpg,Test\Annotations\137\0191.txt,1,380,387,458,457,137
Test\Images\104\0208.jpg,Test\Annotations\104\0208.txt,1,127,114,319,324,104
Test\Images\136\0307.jpg,Test\Annotations\136\0307.txt,0,,,,,136
Test\Images\146\0113.jpg,Test\Annotations\146\0113.txt,1,138,211,204,274,146
Test\Images\159\0038.jpg,Test\Annotations\159\0038.txt,1,69,277,169,365,159
Test\Images\125\0073.jpg,Test\Annotations\125\0073.txt,1,349,197,466,431,125
Test\Images\109\0131.jpg,Test\Annotations\109\0131.txt,1,206,164,242,190,109
Test\Images\154\0199.jpg,Test\Annotations\154\0199.txt,1,454,81,500,121,154
Test\Images\102\0214.jpg,Test\Annotations\102\0214.txt,1,296,192,359,304,102
Test\Images\139\0038.jpg,Test\Annotations\139\0038.txt,1,115,278,172,326,139
Test\Images\103\0132.jpg,Test\Annotations\103\0132.txt,1,144,142,194,196,103
Test\Images\115\0280.jpg,Test\Annotations\115\0280.txt,1,394,128,472,225,115
Test\Images\108\0144.jpg,Test\Annotations\108\0144.txt,1,218,155,386,351,108
Test\Images\120\0104.jpg,Test\Annotations\120\0104.txt,0,,,,,120
Test\Images\129\0193.jpg,Test\Annotations\129\0193.txt,1,323,265,365,321,129
Test\Images\108\0026.jpg,Test\Annotations\108\0026.txt,1,278,336,380,374,108
Test\Images\113\0091.jpg,Test\Annotations\113\0091.txt,1,395,136,445,193,113
Test\Images\118\0319.jpg,Test\Annotations\118\0319.txt,1,452,279,532,355,118
Test\Images\151\0319.jpg,Test\Annotations\151\0319.txt,1,124,190,178,235,151
Test\Images\155\0180.jpg,Test\Annotations\155\0180.txt,1,356,251,418,334,155
Test\Images\118\0240.jpg,Test\Annotations\118\0240.txt,1,509,264,535,316,118
Test\Images\132\0002.jpg,Test\Annotations\132\0002.txt,0,,,,,132
Test\Images\133\0187.jpg,Test\Annotations\133\0187.txt,0,,,,,133
Test\Images\122\0201.jpg,Test\Annotations\122\0201.txt,1,287,178,392,296,122
Test\Images\158\0151.jpg,Test\Annotations\158\0151.txt,1,292,262,475,378,158
Test\Images\151\0061.jpg,Test\Annotations\151\0061.txt,1,204,202,239,268,151
Test\Images\127\0238.jpg,Test\Annotations\127\0238.txt,1,288,106,330,152,127
Test\Images\106\0187.jpg,Test\Annotations\106\0187.txt,1,211,81,360,210,106
Test\Images\160\0131.jpg,Test\Annotations\160\0131.txt,1,306,187,362,248,160
Test\Images\151\0262.jpg,Test\Annotations\151\0262.txt,1,299,242,330,306,151
Test\Images\127\0606.jpg,Test\Annotations\127\0606.txt,1,308,143,332,180,127
Test\Images\157\0224.jpg,Test\Annotations\157\0224.txt,1,122,178,314,284,157
Test\Images\128\0318.jpg,Test\Annotations\128\0318.txt,1,108,257,252,418,128
Test\Images\144\0049.jpg,Test\Annotations\144\0049.txt,1,5,117,268,373,144
Test\Images\153\0119.jpg,Test\Annotations\153\0119.txt,1,274,346,375,423,153
Test\Images\159\0102.jpg,Test\Annotations\159\0102.txt,1,190,164,255,210,159
Test\Images\126\0071.jpg,Test\Annotations\126\0071.txt,1,81,16,523,400,126
Test\Images\148\0039.jpg,Test\Annotations\148\0039.txt,0,,,,,148
Test\Images\145\0109.jpg,Test\Annotations\145\0109.txt,1,186,231,257,288,145
Test\Images\154\0119.jpg,Test\Annotations\154\0119.txt,1,350,117,381,142,154
Test\Images\146\0026.jpg,Test\Annotations\146\0026.txt,1,177,212,228,271,146
Test\Images\159\0055.jpg,Test\Annotations\159\0055.txt,1,73,261,172,338,159
Test\Images\159\0079.jpg,Test\Annotations\159\0079.txt,1,132,318,228,397,159
Test\Images\118\0036.jpg,Test\Annotations\118\0036.txt,1,161,431,219,475,118
Test\Images\117\0024.jpg,Test\Annotations\117\0024.txt,1,121,311,169,367,117
Test\Images\154\0140.jpg,Test\Annotations\154\0140.txt,1,329,105,364,138,154
Test\Images\114\0393.jpg,Test\Annotations\114\0393.txt,1,162,117,190,146,114
Test\Images\155\0028.jpg,Test\Annotations\155\0028.txt,1,242,220,416,382,155
Test\Images\149\0007.jpg,Test\Annotations\149\0007.txt,0,,,,,149
Test\Images\132\0061.jpg,Test\Annotations\132\0061.txt,1,149,33,319,161,132
Test\Images\121\0044.jpg,Test\Annotations\121\0044.txt,1,118,422,151,468,121
Test\Images\139\0067.jpg,Test\Annotations\139\0067.txt,1,270,209,364,275,139
Test\Images\129\0261.jpg,Test\Annotations\129\0261.txt,1,303,217,349,273,129
Test\Images\136\0245.jpg,Test\Annotations\136\0245.txt,0,,,,,136
Test\Images\131\0428.jpg,Test\Annotations\131\0428.txt,1,159,330,221,417,131
Test\Images\140\0042.jpg,Test\Annotations\140\0042.txt,1,25,359,85,454,140
Test\Images\126\0132.jpg,Test\Annotations\126\0132.txt,1,129,51,451,305,126
Test\Images\132\0097.jpg,Test\Annotations\132\0097.txt,1,162,151,405,343,132
Test\Images\114\0040.jpg,Test\Annotations\114\0040.txt,1,98,142,175,242,114
Test\Images\111\0105.jpg,Test\Annotations\111\0105.txt,1,210,16,548,477,111
Test\Images\151\0202.jpg,Test\Annotations\151\0202.txt,1,202,282,251,382,151
Test\Images\109\0050.jpg,Test\Annotations\109\0050.txt,1,129,62,172,90,109
Test\Images\148\0123.jpg,Test\Annotations\148\0123.txt,1,126,36,229,101,148
Test\Images\114\0108.jpg,Test\Annotations\114\0108.txt,1,272,356,368,459,114
Test\Images\160\0360.jpg,Test\Annotations\160\0360.txt,1,406,276,456,329,160
Test\Images\118\0064.jpg,Test\Annotations\118\0064.txt,1,248,343,298,390,118
Test\Images\147\0114.jpg,Test\Annotations\147\0114.txt,1,20,190,123,384,147
Test\Images\118\0237.jpg,Test\Annotations\118\0237.txt,1,494,250,522,317,118
Test\Images\131\0381.jpg,Test\Annotations\131\0381.txt,1,318,307,402,403,131
Test\Images\160\0073.jpg,Test\Annotations\160\0073.txt,1,214,242,274,313,160
Test\Images\112\0234.jpg,Test\Annotations\112\0234.txt,1,251,260,445,479,112
Test\Images\116\0019.jpg,Test\Annotations\116\0019.txt,1,141,144,219,252,116
Test\Images\113\0029.jpg,Test\Annotations\113\0029.txt,1,148,4,250,119,113
Test\Images\102\0224.jpg,Test\Annotations\102\0224.txt,1,314,195,377,307,102
Test\Images\129\0049.jpg,Test\Annotations\129\0049.txt,1,408,142,450,188,129
Test\Images\153\0077.jpg,Test\Annotations\153\0077.txt,1,250,363,380,437,153
Test\Images\132\0186.jpg,Test\Annotations\132\0186.txt,1,169,79,431,292,132
Test\Images\139\0461.jpg,Test\Annotations\139\0461.txt,1,8,110,98,323,139
Test\Images\131\0414.jpg,Test\Annotations\131\0414.txt,1,237,290,308,368,131
Test\Images\132\0131.jpg,Test\Annotations\132\0131.txt,0,,,,,132
Test\Images\115\0387.jpg,Test\Annotations\115\0387.txt,1,154,42,250,163,115
Test\Images\122\0006.jpg,Test\Annotations\122\0006.txt,0,,,,,122
Test\Images\103\0074.jpg,Test\Annotations\103\0074.txt,1,100,146,135,185,103
Test\Images\122\0037.jpg,Test\Annotations\122\0037.txt,1,432,207,486,268,122
Test\Images\132\0410.jpg,Test\Annotations\132\0410.txt,1,192,118,337,237,132
Test\Images\154\0279.jpg,Test\Annotations\154\0279.txt,1,382,86,428,126,154
Test\Images\106\0109.jpg,Test\Annotations\106\0109.txt,1,174,61,451,279,106
Test\Images\147\0278.jpg,Test\Annotations\147\0278.txt,1,52,181,139,332,147
Test\Images\126\0151.jpg,Test\Annotations\126\0151.txt,1,102,57,447,324,126
Test\Images\150\0003.jpg,Test\Annotations\150\0003.txt,1,196,86,264,127,150
Test\Images\159\0065.jpg,Test\Annotations\159\0065.txt,1,81,307,177,386,159
Test\Images\138\0015.jpg,Test\Annotations\138\0015.txt,0,,,,,138
Test\Images\143\0015.jpg,Test\Annotations\143\0015.txt,0,,,,,143
Test\Images\128\0476.jpg,Test\Annotations\128\0476.txt,1,233,213,339,351,128
Test\Images\126\0142.jpg,Test\Annotations\126\0142.txt,1,106,58,451,325,126
Test\Images\150\0101.jpg,Test\Annotations\150\0101.txt,1,159,112,225,176,150
Test\Images\110\0085.jpg,Test\Annotations\110\0085.txt,1,432,48,511,147,110
Test\Images\151\0413.jpg,Test\Annotations\151\0413.txt,1,154,287,212,360,151
Test\Images\154\0070.jpg,Test\Annotations\154\0070.txt,1,266,108,286,129,154
Test\Images\143\0031.jpg,Test\Annotations\143\0031.txt,1,490,240,544,294,143
Test\Images\118\0075.jpg,Test\Annotations\118\0075.txt,1,314,387,382,437,118
Test\Images\115\0010.jpg,Test\Annotations\115\0010.txt,1,169,87,276,197,115
Test\Images\123\0098.jpg,Test\Annotations\123\0098.txt,1,314,113,399,242,123
Test\Images\153\0097.jpg,Test\Annotations\153\0097.txt,1,263,352,384,422,153
Test\Images\147\0439.jpg,Test\Annotations\147\0439.txt,0,,,,,147
Test\Images\140\0091.jpg,Test\Annotations\140\0091.txt,1,9,174,172,460,140
Test\Images\147\0213.jpg,Test\Annotations\147\0213.txt,0,,,,,147
Test\Images\155\0165.jpg,Test\Annotations\155\0165.txt,1,393,280,453,365,155
Test\Images\153\0064.jpg,Test\Annotations\153\0064.txt,0,,,,,153
Test\Images\102\0192.jpg,Test\Annotations\102\0192.txt,1,290,183,369,312,102
Test\Images\112\0171.jpg,Test\Annotations\112\0171.txt,0,,,,,112
Test\Images\132\0015.jpg,Test\Annotations\132\0015.txt,1,295,2,407,36,132
Test\Images\139\0170.jpg,Test\Annotations\139\0170.txt,1,208,20,456,309,139
Test\Images\132\0212.jpg,Test\Annotations\132\0212.txt,1,156,71,455,289,132
Test\Images\108\0194.jpg,Test\Annotations\108\0194.txt,1,257,214,440,402,108
Test\Images\147\0202.jpg,Test\Annotations\147\0202.txt,0,,,,,147
Test\Images\129\0257.jpg,Test\Annotations\129\0257.txt,1,305,215,351,271,129
Test\Images\127\0423.jpg,Test\Annotations\127\0423.txt,1,328,118,385,177,127
Test\Images\127\0034.jpg,Test\Annotations\127\0034.txt,1,342,6,384,35,127
Test\Images\155\0042.jpg,Test\Annotations\155\0042.txt,1,334,149,415,244,155
Test\Images\121\0028.jpg,Test\Annotations\121\0028.txt,0,,,,,121
Test\Images\106\0031.jpg,Test\Annotations\106\0031.txt,1,352,38,544,225,106
Test\Images\120\0011.jpg,Test\Annotations\120\0011.txt,0,,,,,120
Test\Images\156\0042.jpg,Test\Annotations\156\0042.txt,1,84,46,138,100,156
Test\Images\133\0279.jpg,Test\Annotations\133\0279.txt,1,82,182,346,451,133
Test\Images\141\0004.jpg,Test\Annotations\141\0004.txt,0,,,,,141
Test\Images\155\0105.jpg,Test\Annotations\155\0105.txt,1,284,223,361,308,155
Test\Images\104\0127.jpg,Test\Annotations\104\0127.txt,1,7,60,164,285,104
Test\Images\119\0144.jpg,Test\Annotations\119\0144.txt,1,297,449,336,478,119
Test\Images\155\0117.jpg,Test\Annotations\155\0117.txt,1,320,285,370,366,155
Test\Images\139\0155.jpg,Test\Annotations\139\0155.txt,1,258,8,483,248,139
Test\Images\115\0128.jpg,Test\Annotations\115\0128.txt,1,348,42,432,129,115
Test\Images\120\0167.jpg,Test\Annotations\120\0167.txt,0,,,,,120
Test\Images\140\0083.jpg,Test\Annotations\140\0083.txt,1,4,180,115,420,140
Test\Images\118\0015.jpg,Test\Annotations\118\0015.txt,1,95,439,138,479,118
Test\Images\124\0021.jpg,Test\Annotations\124\0021.txt,1,322,429,365,451,124
Test\Images\123\0159.jpg,Test\Annotations\123\0159.txt,1,204,318,402,479,123
Test\Images\160\0367.jpg,Test\Annotations\160\0367.txt,1,412,285,466,338,160
Test\Images\124\0006.jpg,Test\Annotations\124\0006.txt,1,231,454,269,471,124
Test\Images\122\0035.jpg,Test\Annotations\122\0035.txt,1,435,189,485,248,122
Test\Images\111\0090.jpg,Test\Annotations\111\0090.txt,1,385,41,559,479,111
Test\Images\132\0055.jpg,Test\Annotations\132\0055.txt,1,194,31,334,120,132
Test\Images\149\0127.jpg,Test\Annotations\149\0127.txt,1,119,173,204,224,149
Test\Images\149\0093.jpg,Test\Annotations\149\0093.txt,1,97,204,232,278,149
Test\Images\114\0419.jpg,Test\Annotations\114\0419.txt,1,196,121,242,172,114
Test\Images\151\0385.jpg,Test\Annotations\151\0385.txt,1,167,321,224,398,151
Test\Images\155\0018.jpg,Test\Annotations\155\0018.txt,0,,,,,155
Test\Images\103\0046.jpg,Test\Annotations\103\0046.txt,1,85,54,110,85,103
Test\Images\139\0126.jpg,Test\Annotations\139\0126.txt,1,95,370,207,459,139
Test\Images\131\0117.jpg,Test\Annotations\131\0117.txt,1,267,247,394,412,131
Test\Images\122\0076.jpg,Test\Annotations\122\0076.txt,0,,,,,122
Test\Images\137\0060.jpg,Test\Annotations\137\0060.txt,1,3,132,41,214,137
Test\Images\121\0106.jpg,Test\Annotations\121\0106.txt,1,221,367,318,434,121
Test\Images\133\0173.jpg,Test\Annotations\133\0173.txt,0,,,,,133
Test\Images\155\0095.jpg,Test\Annotations\155\0095.txt,1,335,188,412,273,155
Test\Images\114\0154.jpg,Test\Annotations\114\0154.txt,1,214,346,262,425,114
Test\Images\124\0115.jpg,Test\Annotations\124\0115.txt,1,276,439,316,470,124
Test\Images\122\0022.jpg,Test\Annotations\122\0022.txt,0,,,,,122
Test\Images\110\0172.jpg,Test\Annotations\110\0172.txt,1,441,66,529,186,110
Test\Images\146\0040.jpg,Test\Annotations\146\0040.txt,1,179,219,229,284,146
Test\Images\157\0018.jpg,Test\Annotations\157\0018.txt,1,132,212,236,273,157
Test\Images\143\0256.jpg,Test\Annotations\143\0256.txt,1,353,128,401,177,143
Test\Images\105\0003.jpg,Test\Annotations\105\0003.txt,0,,,,,105
Test\Images\128\0376.jpg,Test\Annotations\128\0376.txt,1,199,244,305,381,128
Test\Images\120\0271.jpg,Test\Annotations\120\0271.txt,1,416,201,551,376,120
Test\Images\137\0038.jpg,Test\Annotations\137\0038.txt,0,,,,,137
Test\Images\153\0007.jpg,Test\Annotations\153\0007.txt,1,109,402,212,456,153
Test\Images\126\0007.jpg,Test\Annotations\126\0007.txt,0,,,,,126
Test\Images\116\0081.jpg,Test\Annotations\116\0081.txt,1,149,175,201,249,116
Test\Images\157\0131.jpg,Test\Annotations\157\0131.txt,1,136,263,249,306,157
Test\Images\119\0151.jpg,Test\Annotations\119\0151.txt,1,284,429,327,466,119
Test\Images\110\0047.jpg,Test\Annotations\110\0047.txt,0,,,,,110
Test\Images\123\0043.jpg,Test\Annotations\123\0043.txt,1,184,118,215,222,123
Test\Images\132\0104.jpg,Test\Annotations\132\0104.txt,1,148,183,409,403,132
Test\Images\118\0002.jpg,Test\Annotations\118\0002.txt,0,,,,,118
Test\Images\114\0102.jpg,Test\Annotations\114\0102.txt,1,206,301,269,387,114
Test\Images\121\0118.jpg,Test\Annotations\121\0118.txt,1,200,379,275,424,121
Test\Images\160\0288.jpg,Test\Annotations\160\0288.txt,1,372,252,430,317,160
Test\Images\136\0260.jpg,Test\Annotations\136\0260.txt,0,,,,,136
Test\Images\107\0004.jpg,Test\Annotations\107\0004.txt,0,,,,,107
Test\Images\123\0247.jpg,Test\Annotations\123\0247.txt,1,362,263,485,357,123
Test\Images\132\0268.jpg,Test\Annotations\132\0268.txt,1,115,65,349,248,132
Test\Images\137\0246.jpg,Test\Annotations\137\0246.txt,1,276,340,480,463,137
Test\Images\158\0096.jpg,Test\Annotations\158\0096.txt,1,319,337,488,415,158
Test\Images\101\0098.jpg,Test\Annotations\101\0098.txt,1,448,204,489,274,101
Test\Images\151\0063.jpg,Test\Annotations\151\0063.txt,1,211,201,246,267,151
Test\Images\121\0092.jpg,Test\Annotations\121\0092.txt,1,146,341,226,404,121
Test\Images\139\0260.jpg,Test\Annotations\139\0260.txt,1,118,42,314,310,139
Test\Images\131\0385.jpg,Test\Annotations\131\0385.txt,1,293,321,378,421,131
Test\Images\143\0092.jpg,Test\Annotations\143\0092.txt,1,314,131,356,178,143
Test\Images\160\0227.jpg,Test\Annotations\160\0227.txt,1,333,245,394,312,160
Test\Images\102\0152.jpg,Test\Annotations\102\0152.txt,1,276,158,332,242,102
Test\Images\129\0101.jpg,Test\Annotations\129\0101.txt,0,,,,,129
Test\Images\140\0010.jpg,Test\Annotations\140\0010.txt,0,,,,,140
Test\Images\158\0086.jpg,Test\Annotations\158\0086.txt,1,337,352,483,416,158
Test\Images\128\0147.jpg,Test\Annotations\128\0147.txt,1,160,179,373,394,128
Test\Images\132\0068.jpg,Test\Annotations\132\0068.txt,1,201,8,389,161,132
Test\Images\124\0075.jpg,Test\Annotations\124\0075.txt,1,305,451,342,473,124
Test\Images\159\0096.jpg,Test\Annotations\159\0096.txt,1,188,147,253,193,159
Test\Images\127\0074.jpg,Test\Annotations\127\0074.txt,1,290,57,334,114,127
Test\Images\133\0036.jpg,Test\Annotations\133\0036.txt,1,2,185,71,390,133
Test\Images\128\0070.jpg,Test\Annotations\128\0070.txt,1,74,341,175,465,128
Test\Images\121\0077.jpg,Test\Annotations\121\0077.txt,1,103,393,143,447,121
